Mean_Temp,RMS_Temp,Amp_Temp,Freq_Temp,Mean_Air,RMS_Air,Amp_Air,Freq_Air,Mean_Flow,RMS_Flow,Amp_Flow,Freq_Flow,Mean_Press,RMS_Press,Amp_Press,Freq_Press,Fault_Label
34.48222441564312,34.48222441564312,0.0,0,0,0,0,0,54.8490466826377,54.8490466826377,0.0,0,602.7456396779169,729.8484875423776,823.1075473281848,0.0,No Fault
36.93359830833064,36.93359830833064,0.0,0,0,0,0,0,53.956473215021774,53.956473215021774,0.0,0,608.6083955068973,728.9248967941066,802.3149657954013,0.0,No Fault
38.5373642046289,38.5373642046289,0.0,0,0,0,0,0,51.17819291583758,51.17819291583758,0.0,0,608.7024816288897,730.7822365675868,808.761933183197,0.0,Early Warning
38.354691605505984,38.354691605505984,0.0,0,0,0,0,0,53.90597469330742,53.90597469330742,0.0,0,609.7761956207733,731.8645384660671,809.4410266805255,0.0,Early Warning
36.94617275002348,36.94617275002348,0.0,0,0,0,0,0,49.47142488871567,49.47142488871567,0.0,0,604.3274072173901,730.9554128285055,822.3969854740412,0.0,No Fault
34.38018502298334,34.38018502298334,0.0,0,0,0,0,0,54.7618304143419,54.7618304143419,0.0,0,611.2057547239132,732.065946007389,805.848806404936,0.0,No Fault
32.020672248591474,32.020672248591474,0.0,0,0,0,0,0,47.76311798511169,47.76311798511169,0.0,0,602.3088740718181,729.025853289232,821.4687212022906,0.0,No Fault
30.788232134613143,30.788232134613143,0.0,0,0,0,0,0,56.95945577820167,56.95945577820167,0.0,0,607.162106439948,729.4582001187318,808.6122487913847,0.0,No Fault
30.652203499069973,30.652203499069973,0.0,0,0,0,0,0,54.04253144631006,54.04253144631006,0.0,0,604.3054298212902,728.1558079415912,812.4674224301605,0.0,No Fault
32.07952447091902,32.07952447091902,0.0,0,0,0,0,0,52.465133378594246,52.465133378594246,0.0,0,610.1506741257671,730.7842753017161,804.3924711038171,0.0,No Fault
34.514616320049434,34.514616320049434,0.0,0,0,0,0,0,56.04096988521464,56.04096988521464,0.0,0,610.298564412644,730.9801360937636,804.6555080020834,0.0,No Fault
36.80492725515867,36.80492725515867,0.0,0,0,0,0,0,50.2575303005542,50.2575303005542,0.0,0,608.066162613601,731.4287436900321,813.0031955173324,0.0,No Fault
38.1576732820586,38.1576732820586,0.0,0,0,0,0,0,52.9863173620674,52.9863173620674,0.0,0,602.8909460303141,729.1375873598708,820.1563960505244,0.0,Early Warning
38.23509697125184,38.23509697125184,0.0,0,0,0,0,0,49.75468034635388,49.75468034635388,0.0,0,610.9914293850169,732.2826864797687,807.2853427037583,0.0,Early Warning
36.71499094863523,36.71499094863523,0.0,0,0,0,0,0,45.8545865229171,45.8545865229171,0.0,0,608.8159510416126,730.0284120666989,805.6913061015932,0.0,No Fault
34.627793185605455,34.627793185605455,0.0,0,0,0,0,0,50.16357414750299,50.16357414750299,0.0,0,601.5493876104698,728.8370309551341,823.0230907015036,0.0,No Fault
32.1946925415726,32.1946925415726,0.0,0,0,0,0,0,43.88590256441714,43.88590256441714,0.0,0,607.6435350670445,728.7756526133578,804.6944417187211,0.0,No Fault
30.793259893025397,30.793259893025397,0.0,0,0,0,0,0,48.48346811882872,48.48346811882872,0.0,0,607.3245299363592,731.6606506959795,816.0495649516499,0.0,No Fault
30.901075480078624,30.901075480078624,0.0,0,0,0,0,0,39.42647083438336,39.42647083438336,0.0,0,609.3940789560064,731.5245020741881,809.362597772468,0.0,Critical Fault
32.10783841495419,32.10783841495419,0.0,0,0,0,0,0,44.78952210492786,44.78952210492786,0.0,0,609.2891016838887,730.5166824560083,806.0308031726142,0.0,No Fault
34.42443972299194,34.42443972299194,0.0,0,0,0,0,0,48.02317343424578,48.02317343424578,0.0,0,605.5044087018543,729.3623534142272,813.2253159378594,0.0,No Fault
36.89566987801757,36.89566987801757,0.0,0,0,0,0,0,45.821026150871326,45.821026150871326,0.0,0,609.2459150023825,729.5351553462928,802.5981757742766,0.0,No Fault
38.2214421906147,38.2214421906147,0.0,0,0,0,0,0,48.39075684456338,48.39075684456338,0.0,0,603.6512067353548,730.4648443353491,822.6399198113736,0.0,Early Warning
38.32617852975618,38.32617852975618,0.0,0,0,0,0,0,48.36692120169602,48.36692120169602,0.0,0,612.8536553890281,734.1786337647873,808.5262230825567,0.0,Early Warning
36.81152210524709,36.81152210524709,0.0,0,0,0,0,0,55.73764815794936,55.73764815794936,0.0,0,600.1325216478323,726.8658342798664,820.1826564954426,0.0,No Fault
34.583626362637034,34.583626362637034,0.0,0,0,0,0,0,54.156373091293695,54.156373091293695,0.0,0,603.2383130446959,730.1312861936534,822.6669623943529,0.0,No Fault
32.08431499752808,32.08431499752808,0.0,0,0,0,0,0,53.269232416615765,53.269232416615765,0.0,0,605.2365338634845,730.1766841055946,816.9375204710739,0.0,No Fault
30.82969542005037,30.82969542005037,0.0,0,0,0,0,0,50.70280959778747,50.70280959778747,0.0,0,604.2871607973707,729.3035761917779,816.6290064443435,0.0,No Fault
30.76181304063497,30.76181304063497,0.0,0,0,0,0,0,53.16490351068661,53.16490351068661,0.0,0,603.258206040682,730.5588591182532,824.1256784756599,0.0,No Fault
32.107443222370215,32.107443222370215,0.0,0,0,0,0,0,53.41020053772222,53.41020053772222,0.0,0,602.4468987639848,728.1461583001923,817.9353569004968,0.0,No Fault
34.32585107311743,34.32585107311743,0.0,0,0,0,0,0,53.54870159649384,53.54870159649384,0.0,0,609.1073151962485,731.2409286298881,809.201023919073,0.0,No Fault
36.88742095880852,36.88742095880852,0.0,0,0,0,0,0,58.19972279158416,58.19972279158416,0.0,0,607.7075824652883,729.5258317891203,807.2160391414498,0.0,No Fault
38.20222137233339,38.20222137233339,0.0,0,0,0,0,0,50.980808792739225,50.980808792739225,0.0,0,608.2311648812557,730.8120969488039,810.2867914853325,0.0,Early Warning
38.28306373257397,38.28306373257397,0.0,0,0,0,0,0,53.031808090519135,53.031808090519135,0.0,0,604.5046395628485,729.2165127490377,815.6736190728693,0.0,Early Warning
36.83054921566876,36.83054921566876,0.0,0,0,0,0,0,51.65455657870397,51.65455657870397,0.0,0,606.3756900175417,730.7758562673616,815.7006182639454,0.0,No Fault
34.576854365591025,34.576854365591025,0.0,0,0,0,0,0,51.56798025235611,51.56798025235611,0.0,0,610.2537785992455,732.3172886238425,809.6392701017395,0.0,No Fault
32.35461972792154,32.35461972792154,0.0,0,0,0,0,0,48.90246834091629,48.90246834091629,0.0,0,608.0707502510422,729.827436610494,807.2126111962804,0.0,No Fault
30.60798961703448,30.60798961703448,0.0,0,0,0,0,0,48.28742462195292,48.28742462195292,0.0,0,609.5952493353999,731.4859004576801,808.6167313532284,0.0,No Fault
30.761429758392467,30.761429758392467,0.0,0,0,0,0,0,51.3911925241536,51.3911925241536,0.0,0,606.2548700630822,730.2459469208338,814.1601206620243,0.0,No Fault
32.21225393037996,32.21225393037996,0.0,0,0,0,0,0,47.63459427310309,47.63459427310309,0.0,0,605.8573765524955,728.9323859896729,810.6275658316221,0.0,No Fault
34.42071408328268,34.42071408328268,0.0,0,0,0,0,0,45.82122975411333,45.82122975411333,0.0,0,608.476346356945,730.1029374341372,806.9865802454428,0.0,No Fault
36.71504975070739,36.71504975070739,0.0,0,0,0,0,0,43.69145595359983,43.69145595359983,0.0,0,603.0569387281521,729.9802874504138,822.6628682954363,0.0,No Fault
38.17584255217679,38.17584255217679,0.0,0,0,0,0,0,51.02682948073934,51.02682948073934,0.0,0,608.0864142928615,730.3429463580213,809.0283852804323,0.0,Early Warning
